"f10","f15","b1","b2","b3","age","numkids","partner","selfempl","nonequity.wealth.cat","lincome","male","adv.lit.index","bsc.lit.index","edu1","edu2","edu3","edu4","edu5","edu6","retired","mkt.part"
"no sibling","intermediate or high","5","some","some","40s",4,"Ja",0,"4",10.449699,"male",0.42450976,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","4","hardly at all","little","40s",3,"Ja",0,"4",11.019751,"female",0.06504678,0.49042296,0,0,0,0,1,0,0,1
"worse","intermediate or high","Ik weet het niet","little","little","40s",0,"Nee",0,"1",9.4824734,"male",-1.7393516,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","2","little","some","40s",2,"Ja",0,"4",10.410097,"male",0.32887757,-0.14602637,0,0,0,0,0,1,0,0
"better","intermediate or high","5","little","little","50s",0,"Ja",0,"2",10.451788,"male",0.079826392,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","some","50s",0,"Nee",0,"2",9.5968647,"female",0.85747272,-0.14602637,0,0,0,1,0,0,0,1
"worse","intermediate or high","6","a lot","a lot","40s",0,"Ja",0,"3",10.557582,"male",0.85747272,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","4","little","some",">60",0,"Ja",0,"4",10.208135,"female",0.12529169,-0.44740623,0,1,0,0,0,0,0,0
"better","intermediate or high","6","hardly at all","hardly at all","30s",0,"Nee",0,"3",10.147667,"male",0.83358723,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","4","hardly at all","some",">60",0,"Nee",NA,NA,NA,"female",-0.42651483,-4.6797991,0,0,1,0,0,0,0,NA
"better","intermediate or high","2","little","little","40s",2,"Ja",NA,NA,9.9653616,"male",-0.62030828,-0.14602637,0,0,1,0,0,0,0,NA
"better","intermediate or high","6","a lot","some",">60",0,"Nee",0,"4",10.510431,"male",0.6814009,-0.67856038,0,0,0,0,1,0,1,1
"no sibling","low","6","a lot","a lot","40s",0,"Nee",0,"1",10.634752,"male",0.96102041,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","5","hardly at all","little","50s",0,"Nee",0,"1",9.6134672,"male",0.78506076,0.79180282,0,1,0,0,0,0,0,0
"no sibling","low","4","some","some","30s",2,"Ja",0,"2",9.7888451,"female",-0.3976056,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","6","little","some","50s",0,"Ja",0,"1",9.7465906,"female",-1.9718207,0.79180282,1,0,0,0,0,0,0,0
"worse","intermediate or high","6","a lot","a lot","30s",3,"Ja",0,"3",9.787075,"male",0.76910508,0.49042296,0,0,0,0,1,0,0,0
"no sibling","dont know","5","some","a lot","40s",2,"Ja",0,"3",10.193869,"male",-0.95998323,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","4","hardly at all","hardly at all",">60",0,"Nee",0,"4",10.096951,"female",0.9624154,0.79180282,0,0,0,0,0,1,1,1
"better","intermediate or high","4","a lot","some","30s",0,"Nee",0,"3",9.8827105,"male",0.14662042,-0.77916163,0,0,1,0,0,0,0,0
"better","dont know","4","hardly at all","hardly at all","30s",0,"Ja",0,"3",9.926775,"male",-1.5611681,-2.2495248,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","2","hardly at all","some",">60",0,"Nee",0,"2",9.6185627,"female",0.26080126,-0.14602637,0,1,0,0,0,0,1,0
"no sibling","intermediate or high","6","a lot","some",">60",0,"Ja",0,"4",10.594516,"male",0.87045431,0.15866753,0,1,0,0,0,0,1,1
"better","intermediate or high","5","little","some",">60",0,"Ja",0,"2",10.18434,"male",0.47141045,0.49042296,0,0,0,1,0,0,1,1
"better","intermediate or high","5","a lot","some","40s",0,"Nee",0,"2",10.19929,"male",0.9449876,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","3","some","hardly at all","30s",2,"Nee",NA,NA,9.5958967,"female",-1.5830555,-1.0103158,1,0,0,0,0,0,0,NA
"worse","intermediate or high","3","hardly at all","little","40s",2,"Ja",NA,NA,10.420504,"male",-0.27820289,-0.14271231,0,0,0,0,1,0,0,NA
"no sibling","low","3","hardly at all","little","30s",0,"Ja",0,"2",10.096208,"female",-1.5558062,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","4","little","some",">60",0,"Ja",0,"1",10.380457,"female",-0.66557986,0.15866753,0,1,0,0,0,0,1,0
"worse","intermediate or high","5","a lot","a lot","30s",0,"Ja",0,NA,10.221915,"female",0.73567885,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Nee",0,"2",9.6524563,"male",0.19332957,0.15866753,1,0,0,0,0,0,0,0
"better","dont know","4","some","some","40s",2,"Ja",NA,NA,NA,"male",-0.30051512,0.79180282,0,0,1,0,0,0,0,NA
"better","intermediate or high","4","little","some",">60",0,"Ja",0,"2",10.174106,"male",-1.4636031,0.79180282,0,1,0,0,0,0,1,0
"better","intermediate or high","6","some","some","30s",3,"Ja",0,"3",10.489742,"male",0.85747272,0.79180282,1,0,0,0,0,0,0,1
"no sibling","low","5","some","some",">60",0,"Ja",0,"3",10.191598,"male",0.71020043,0.49042296,0,0,0,0,1,0,1,0
"worse","intermediate or high","6","some","little",">60",0,"Nee",0,"3",9.7399788,"female",0.80344796,0.15866753,0,0,0,1,0,0,1,1
"better","low","5","some","little","40s",2,"Ja",1,"3",9.771452,"male",0.6001935,0.15866753,0,1,0,0,0,0,0,0
"no sibling","low","4","some","some","50s",0,"Nee",0,"1",9.5731173,"female",-1.2711318,0.49042296,0,1,0,0,0,0,0,0
"no sibling","low","7 zeer goed","hardly at all","a lot","40s",0,"Nee",0,NA,9.0549192,"female",0.31401825,0.15866753,1,0,0,0,0,0,0,0
"better","intermediate or high","3","little","some","40s",0,"Nee",0,"1",9.6999378,"female",0.40332416,0.79180282,0,0,0,1,0,0,0,0
"no sibling","low","4","a lot","little","50s",0,"Nee",NA,NA,NA,"male",0.37077931,-3.7452841,0,0,0,1,0,0,0,NA
"no sibling","low","3","some","some","40s",0,"Nee",0,"3",9.9713984,"female",-1.4704547,-0.77916163,0,0,0,0,1,0,0,0
"better","intermediate or high","7 zeer goed","hardly at all","a lot",">60",0,"Ja",NA,NA,NA,"female",0.63941038,0.79180282,0,0,0,0,0,1,1,NA
"better","intermediate or high","6","some","a lot",">60",0,"Ja",0,"3",10.78562,"male",-1.4968275,-0.37718052,0,0,1,0,0,0,0,0
"better","low","4","hardly at all","little",">60",0,"Ja",0,"4",10.050351,"female",-2.4173326,-0.14271231,0,0,0,1,0,0,0,0
"better","intermediate or high","3","hardly at all","little",">60",1,"Ja",1,"2",9.2348213,"male",0.54457182,0.49042296,0,0,0,0,1,0,0,0
"worse","intermediate or high","4","some","some","40s",0,"Nee",0,"3",10.121511,"male",0.69823271,0.15866753,0,0,0,0,1,0,0,0
"no sibling","low","3","some","some","40s",1,"Nee",0,NA,10.191132,"female",-1.2354494,-1.0103158,0,0,1,0,0,0,0,0
"better","intermediate or high","6","some","a lot","50s",0,"Ja",0,"3",10.504829,"male",0.6783067,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","6","some","some",">60",0,"Ja",0,"4",9.3105259,"male",0.46984223,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","little","little","40s",0,"Nee",0,"1",9.783639,"male",-0.25686675,0.15866753,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","some","little",">60",0,"Ja",0,"4",10.365442,"male",0.87408167,-0.14602637,0,0,0,0,1,0,1,1
"better","intermediate or high","4","hardly at all","little","30s",2,"Ja",0,"3",10.500315,"female",0.04193623,-0.14271231,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","hardly at all","hardly at all",">60",0,"Ja",0,"2",10.235173,"female",0.80457455,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","5","little","some",">60",0,"Ja",NA,NA,NA,"male",0.75751746,0.79180282,0,0,0,0,1,0,1,NA
"better","intermediate or high","4","some","some","30s",0,"Nee",0,"2",9.849741,"male",0.55103022,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","little","some",">60",0,"Ja",0,"3",10.477746,"male",0.77868927,0.79180282,0,1,0,0,0,0,1,1
"better","intermediate or high","3","little","some","50s",0,"Nee",NA,NA,9.9063807,"male",-0.36706027,-0.37718052,0,1,0,0,0,0,0,NA
"no sibling","low","4","some","some","40s",0,"Nee",0,"3",9.7719212,"female",0.39584371,0.79180282,0,0,0,0,1,0,0,0
"better","low","6","a lot","a lot","50s",0,"Nee",0,"1",10.416282,"male",0.87911451,0.79180282,0,0,0,1,0,0,0,1
"no sibling","dont know","4","some","some","30s",0,"Ja",0,"3",10.639459,"female",-2.4173326,-4.6797991,0,0,1,0,0,0,0,0
"better","intermediate or high","6","a lot","little","50s",0,"Nee",0,"3",9.8235302,"male",0.85747272,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","3","little","some","40s",0,"Ja",0,"4",10.762282,"male",-0.59498578,-0.14271231,0,0,0,0,1,0,0,0
"better","intermediate or high","5","a lot","some",">60",0,"Ja",0,"4",10.156819,"male",1.0239724,0.79180282,0,0,0,1,0,0,1,1
"better","intermediate or high","6","little","some",">60",0,"Ja",0,"4",10.254964,"male",1.0239724,0.79180282,0,1,0,0,0,0,1,1
"no sibling","intermediate or high","4","some","little","30s",1,"Ja",0,"4",9.4118109,"female",-1.4762288,0.15866753,1,0,0,0,0,0,0,1
"better","intermediate or high","6","some","hardly at all","40s",2,"Ja",0,"1",10.607847,"male",0.83358723,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","5","a lot","some","50s",0,"Nee",0,"3",10.431369,"male",1.0239724,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","4","some","some","40s",0,"Nee",NA,NA,10.451795,"female",0.60150468,-0.14271231,0,0,0,0,0,1,0,NA
"better","intermediate or high","4","a lot","some","30s",1,"Ja",0,"2",9.8070307,"female",0.76910508,0.79180282,0,0,0,0,1,0,0,0
"better","low","6","a lot","some","30s",0,"Nee",0,"2",10.198335,"male",0.80457455,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","3","little","little","50s",0,"Nee",0,"3",9.8626947,"male",0.59879756,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","5","little","some","50s",0,"Ja",0,"2",9.4799891,"female",-0.82989877,0.79180282,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","some","little","50s",0,"Ja",0,"4",10.346481,"male",0.9449876,0.49042296,0,0,1,0,0,0,0,1
"better","intermediate or high","6","a lot","some","50s",0,"Ja",0,"1",9.8463669,"male",0.77538347,0.79180282,0,0,0,1,0,0,0,0
"no sibling","dont know","4","a lot","little","40s",0,"Nee",0,"2",9.9192581,"female",0.5745756,0.79180282,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","some","some","40s",0,"Nee",0,"2",9.5126581,"male",0.87911451,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","4","little","little","40s",0,"Nee",0,NA,10.143916,"male",-1.1116952,0.79180282,0,0,1,0,0,0,0,0
"no sibling","dont know","5","some","some","30s",2,"Ja",NA,NA,NA,"male",-2.4862831,-4.6797991,0,1,0,0,0,0,0,NA
"better","intermediate or high","5","little","some","30s",0,"Nee",1,"2",9.2850952,"female",0.46524742,0.79180282,0,0,0,0,0,1,0,0
"worse","intermediate or high","6","some","some","40s",2,"Ja",NA,NA,10.365449,"male",0.85747272,0.79180282,0,0,0,0,0,1,0,NA
"no sibling","intermediate or high","5","little","some","40s",1,"Ja",0,"3",10.596471,"female",-0.56378275,-0.14271231,0,0,0,0,1,0,0,1
"better","intermediate or high","5","hardly at all","little","50s",0,"Ja",0,"3",10.373653,"male",0.54344738,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","little","some","30s",0,"Nee",NA,NA,NA,"female",-1.1139139,0.79180282,0,0,0,1,0,0,0,NA
"worse","intermediate or high","3","some","little","40s",1,"Ja",0,"3",10.006809,"male",0.096550815,-0.14602637,0,0,0,0,1,0,0,0
"better","dont know","5","some","some",">60",0,"Nee",NA,NA,NA,"male",0.53235412,0.49042296,0,0,0,0,1,0,1,NA
"worse","low","4","some","little","50s",0,"Ja",0,"4",11.489655,"male",0.87911451,0.15866753,0,0,0,0,1,0,0,1
"better","intermediate or high","3","hardly at all","hardly at all","40s",2,"Ja",1,"2",9.7128859,"female",-0.083762228,0.15866753,0,1,0,0,0,0,0,0
"better","intermediate or high","4","a lot","some","30s",1,"Ja",0,"1",9.7723131,"female",-0.55692428,-0.77916163,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","hardly at all","some","30s",1,"Ja",0,"2",10.153352,"male",0.42794129,0.79180282,0,0,0,0,0,1,0,0
"worse","intermediate or high","5","little","little","30s",0,"Ja",NA,NA,11.261639,"male",0.22674444,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","4","some","some","40s",0,"Ja",0,"3",10.606134,"male",0.87481648,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","4","some","hardly at all","30s",0,"Ja",0,"1",10.200162,"female",-2.4173326,0.79180282,0,0,0,1,0,0,0,0
"no sibling","intermediate or high","6","a lot","a lot",">60",0,"Ja",0,"4",10.114503,"male",1.0239724,0.79180282,0,0,0,0,1,0,1,1
"better","intermediate or high","5","a lot","a lot","30s",0,"Nee",NA,NA,10.08345,"male",0.93776852,0.79180282,0,0,0,0,0,1,0,NA
"better","intermediate or high","6","some","a lot","40s",1,"Ja",NA,NA,10.439548,"female",-0.62300479,-0.14271231,0,0,0,1,0,0,0,NA
"better","intermediate or high","2","little","little","30s",0,"Nee",NA,NA,10.016411,"male",-0.21657309,0.79180282,0,0,0,0,0,1,0,NA
"no sibling","intermediate or high","4","hardly at all","little","50s",1,"Nee",0,"1",9.3373327,"male",-2.2408297,-3.2094362,0,1,0,0,0,0,0,0
"better","intermediate or high","7 zeer goed","little","a lot",">60",0,"Ja",0,"4",10.710777,"male",0.82730883,0.79180282,0,0,0,0,0,1,1,1
"better","intermediate or high","2","hardly at all","little","30s",2,"Ja",0,"3",10.104428,"female",-0.86883461,0.15866753,0,0,1,0,0,0,0,0
"worse","intermediate or high","2","hardly at all","little",">60",0,"Ja",0,"2",9.5361671,"male",0.61021763,-0.14602637,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","little","some","50s",2,"Ja",0,"3",11.484879,"male",0.8910414,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","5","hardly at all","some","30s",0,"Nee",1,"1",9.8315945,"male",0.61021763,0.49042296,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","Ik wil het niet zeggen","some","some",">60",0,"Nee",NA,NA,NA,"female",-0.53668118,0.79180282,0,0,0,1,0,0,1,NA
"worse","intermediate or high","6","some","some","40s",0,"Ja",0,"3",10.228784,"male",0.79431337,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","Ik wil het niet zeggen","little","little",">60",0,"Nee",0,"1",9.2909136,"female",-2.4862831,0.15866753,0,0,0,1,0,0,0,0
"no sibling","dont know","4","a lot","little","50s",0,"Ja",0,"3",9.6562166,"male",0.54749471,0.79180282,0,1,0,0,0,0,0,0
"worse","intermediate or high","5","little","little","30s",2,"Ja",0,"1",9.7866573,"female",0.61138994,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","6","hardly at all","hardly at all","30s",0,"Ja",1,"2",9.889513,"female",0.65508574,-0.14602637,0,0,0,0,0,1,0,0
"better","low","4","some","little",">60",0,"Ja",0,"3",10.126821,"female",-1.256772,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","6","some","a lot","40s",0,"Ja",0,"2",12.640718,"male",0.82013547,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","2","little","hardly at all",">60",0,"Nee",0,"1",9.8252354,"male",-0.75901496,-0.44740623,0,0,0,0,1,0,1,0
"worse","intermediate or high","4","hardly at all","little",">60",0,"Ja",0,"3",10.754658,"male",0.82730883,0.79180282,0,0,0,0,0,1,1,1
"better","intermediate or high","6","a lot","a lot",">60",0,"Nee",0,"4",9.6519165,"male",0.85174,0.79180282,0,0,0,0,1,0,1,1
"better","intermediate or high","3","little","hardly at all","30s",1,"Ja",0,"3",9.3029032,"female",-0.11501909,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","4","little","little","50s",1,"Ja",0,"4",10.418624,"male",-0.22875346,0.79180282,1,0,0,0,0,0,0,1
"better","low","4","some","some","40s",0,"Nee",0,"1",9.4317331,"female",-1.1749909,0.49042296,0,0,1,0,0,0,0,0
"better","intermediate or high","5","hardly at all","little","30s",2,"Ja",NA,NA,11.613717,"female",0.53799558,-1.948145,0,1,0,0,0,0,0,NA
"better","low","5","hardly at all","little","40s",2,"Ja",0,NA,10.908307,"female",0.34975427,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","4","little","some","50s",0,"Nee",0,"4",10.241818,"male",0.38939786,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","5","some","some",">60",0,"Nee",0,"2",9.7211704,"female",0.10600989,0.15866753,0,1,0,0,0,0,1,0
"better","intermediate or high","4","some","some","30s",3,"Ja",0,"3",11.229408,"male",0.18918101,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","5","some","some","30s",2,"Ja",NA,NA,10.299021,"female",-1.2961949,-0.14602637,0,0,1,0,0,0,0,NA
"no sibling","low","3","little","some",">60",0,"Nee",NA,NA,8.5131235,"female",-2.4173326,-4.6797991,0,1,0,0,0,0,0,NA
"better","intermediate or high","5","little","little","40s",2,"Ja",0,"3",10.240849,"female",-1.7971826,0.79180282,0,0,0,1,0,0,0,0
"no sibling","low","4","hardly at all","some","30s",0,"Ja",0,"3",9.7799835,"male",-2.0565386,-0.37718052,0,0,0,1,0,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Ja",0,"3",10.842134,"male",0.077106118,-3.7452841,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","some","little","50s",0,"Ja",0,"4",10.406856,"female",0.30970696,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","4","hardly at all","little",">60",0,"Ja",0,"2",9.3478079,"female",1.0239724,0.49042296,0,1,0,0,0,0,0,1
"better","intermediate or high","6","some","some","30s",2,"Ja",NA,NA,NA,"male",-2.4173326,0.79180282,0,0,1,0,0,0,0,NA
"no sibling","intermediate or high","4","a lot","some",">60",0,"Nee",0,"3",10.230496,"male",0.9449876,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","some","little","30s",2,"Ja",NA,NA,NA,"male",0.1075123,0.79180282,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","some","little",">60",0,"Ja",0,"4",10.09498,"male",0.35713127,-0.44740623,0,0,0,1,0,0,1,1
"no sibling","intermediate or high","5","some","some",">60",0,"Ja",0,"4",10.489737,"male",1.0239724,0.79180282,0,0,0,0,0,1,1,1
"better","intermediate or high","4","hardly at all","some","40s",0,"Ja",NA,NA,10.482392,"female",-0.23761971,0.79180282,0,0,1,0,0,0,0,NA
"better","intermediate or high","6","some","some","40s",2,"Ja",0,"1",9.6134567,"female",-2.7164857,-0.37718052,0,0,1,0,0,0,0,0
"no sibling","low","4","a lot","some","<30",0,"Ja",0,"2",10.562287,"female",0.87408167,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","6","little","some","<30",2,"Ja",0,"2",9.5015574,"female",-1.1006254,0.79180282,1,0,0,0,0,0,0,0
"no sibling","low","4","a lot","some","30s",0,"Nee",NA,NA,9.0387154,"female",-0.59962112,0.79180282,0,0,0,0,1,0,0,NA
"no sibling","intermediate or high","6","some","some","<30",0,"Ja",0,"2",10.120699,"male",0.76910508,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","5","some","a lot","30s",0,"Ja",0,"1",9.4312344,"male",-2.3921213,-0.67856038,0,1,0,0,0,0,0,0
"better","intermediate or high","6","hardly at all","some",">60",0,"Ja",0,"4",10.34993,"female",0.30623063,0.49042296,0,1,0,0,0,0,1,0
"no sibling","low","5","some","little","50s",1,"Ja",NA,NA,NA,"male",0.87621146,-0.14271231,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","little","hardly at all","30s",1,"Ja",0,"1",9.6906519,"male",-2.0419579,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Nee",NA,NA,9.7955589,"female",0.5859828,0.79180282,0,0,0,0,0,1,0,NA
"no sibling","low","5","little","some","50s",1,"Nee",0,"1",9.9121351,"male",0.9449876,0.79180282,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","4","some","little",">60",0,"Ja",NA,NA,11.241562,"male",0.79863089,0.49042296,1,0,0,0,0,0,1,NA
"worse","intermediate or high","5","little","some","40s",0,"Nee",NA,NA,9.8665285,"male",0.55103022,0.79180282,0,0,0,0,1,0,0,NA
"no sibling","low","3","some","some","30s",0,"Nee",NA,NA,NA,"female",0.71020043,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","6","some","some","30s",2,"Ja",0,"1",10.021666,"female",0.59105575,-0.37718052,0,0,0,1,0,0,0,0
"better","intermediate or high","4","some","a lot","50s",0,"Ja",1,"4",10.841526,"female",0.58815336,0.15866753,0,0,0,1,0,0,0,0
"no sibling","dont know","5","hardly at all","some","40s",0,"Ja",0,"1",9.5556955,"male",-0.11183561,0.15866753,1,0,0,0,0,0,0,0
"better","intermediate or high","4","little","little",">60",0,"Ja",0,"4",10.440769,"male",0.63228601,0.79180282,0,0,0,0,0,1,1,1
"worse","low","5","some","some","<30",0,"Ja",0,"1",9.1730719,"female",0.79150832,0.79180282,0,0,0,0,0,1,0,0
"better","dont know","4","hardly at all","little",">60",0,"Ja",NA,NA,9.8751841,"female",-0.23842785,0.79180282,0,0,0,0,1,0,1,NA
"better","intermediate or high","5","some","little","30s",2,"Ja",0,"1",10.175849,"male",-1.9360319,0.49042296,0,0,0,0,1,0,0,0
"no sibling","low","4","hardly at all","little","30s",2,"Ja",0,"4",10.537541,"male",-2.4173326,-1.3116957,0,0,1,0,0,0,0,1
"better","intermediate or high","4","some","little",">60",0,"Ja",0,"4",9.9781599,"female",0.82013547,-0.44740623,0,0,0,0,1,0,0,1
"better","intermediate or high","6","a lot","a lot","50s",0,"Ja",NA,NA,9.5326633,"female",0.65694165,0.49042296,0,1,0,0,0,0,0,NA
"better","dont know","4","some","little",">60",0,"Ja",0,"3",9.8271961,"female",-1.1146036,-0.14602637,0,0,0,0,1,0,1,0
"better","intermediate or high","2","some","some","30s",1,"Ja",0,NA,10.421709,"male",0.8910414,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","Ik weet het niet","some","hardly at all","<30",0,"Ja",0,"2",9.8402433,"female",-2.4862831,0.15866753,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","5","hardly at all","little","30s",0,"Nee",0,"2",9.9170132,"female",-1.8503374,0.15866753,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Ja",0,"3",10.56747,"male",-2.9202559,-0.67856038,0,0,0,0,1,0,0,0
"better","intermediate or high","6","hardly at all","little","<30",0,"Nee",0,"2",9.7824383,"female",0.38486159,-2.2716069,0,0,0,0,1,0,0,0
"better","intermediate or high","7 zeer goed","a lot","a lot","<30",1,"Ja",0,"1",9.7138853,"male",0.6611467,-0.37718052,0,0,1,0,0,0,0,0
"worse","intermediate or high","7 zeer goed","some","hardly at all","30s",2,"Ja",0,"2",10.447021,"male",0.68135625,0.15866753,0,0,0,1,0,0,0,1
"better","intermediate or high","3","hardly at all","hardly at all",">60",0,"Ja",0,"3",9.9825068,"male",0.17541297,0.49042296,1,0,0,0,0,0,1,0
"better","intermediate or high","5","a lot","some","40s",3,"Ja",0,"3",10.372108,"male",-0.38784102,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","3","some","hardly at all","<30",0,"Nee",0,"1",8.7218332,"female",0.4049859,0.15866753,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","hardly at all","little","<30",0,"Nee",NA,NA,9.8327656,"female",-1.1943741,0.79180282,0,0,0,0,1,0,0,NA
"worse","intermediate or high","5","some","some",">60",0,"Ja",0,"4",9.7458048,"female",0.68530625,0.49042296,0,0,0,1,0,0,1,0
"better","low","1 zeer slecht","hardly at all","a lot","50s",2,"Nee",0,"1",10.29987,"female",0.38417229,0.49042296,0,0,0,0,1,0,0,1
"no sibling","low","5","some","some","30s",0,"Nee",NA,NA,9.5221329,"male",-0.076780856,0.15866753,0,0,1,0,0,0,0,NA
"no sibling","dont know","5","hardly at all","little","<30",1,"Ja",0,"1",9.6282091,"female",-2.681236,-4.6797991,0,1,0,0,0,0,0,0
"worse","intermediate or high","6","little","little","30s",0,"Nee",0,"4",9.9639816,"female",-1.4940763,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","6","little","a lot","40s",2,"Nee",0,"1",9.6157141,"female",-2.4173326,-1.6163895,0,1,0,0,0,0,0,0
"worse","intermediate or high","5","little","some","30s",2,"Ja",NA,NA,10.611512,"female",-0.50654304,-0.37718052,0,0,0,0,0,1,0,NA
"no sibling","low","6","a lot","a lot","<30",0,"Nee",0,"3",10.100977,"male",0.89375401,0.79180282,0,0,0,0,1,0,0,1
"better","low","6","a lot","a lot","<30",0,"Ja",NA,NA,NA,"male",0.8910414,0.49042296,0,0,0,0,1,0,0,NA
"worse","intermediate or high","6","some","a lot",">60",0,"Ja",0,"4",10.224121,"male",0.69757462,-0.14602637,0,0,0,0,1,0,1,1
"better","dont know","3","little","little","30s",3,"Ja",NA,NA,9.8208494,"female",-2.9202559,0.15866753,0,0,1,0,0,0,0,NA
"no sibling","low","5","a lot","little","50s",0,"Ja",0,"3",10.410821,"male",0.56415373,0.49042296,0,0,0,1,0,0,0,1
"better","intermediate or high","5","a lot","some","30s",2,"Ja",0,"3",10.070439,"female",-1.0809419,0.79180282,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","some","a lot","40s",2,"Ja",0,NA,9.5697346,"male",-1.2919055,-0.44740623,0,1,0,0,0,0,0,0
"better","intermediate or high","5","little","some","40s",2,"Ja",0,"4",10.566607,"male",0.62372738,0.49042296,0,0,1,0,0,0,0,1
"better","intermediate or high","5","some","some","<30",1,"Ja",0,"1",9.0731659,"female",-1.4052922,-1.0103158,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","Ik weet het niet","hardly at all","hardly at all","30s",0,"Nee",0,"1",9.266861,"male",-2.2137084,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","5","a lot","some","30s",0,"Ja",0,"3",9.7410107,"male",0.9624154,0.79180282,0,0,1,0,0,0,0,1
"better","low","6","a lot","a lot","30s",1,"Ja",0,"3",10.242847,"male",-0.69933081,-4.0466638,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","some","some","50s",1,"Ja",0,"4",10.860321,"male",0.54674298,-0.14271231,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","some","<30",3,"Ja",0,"1",9.7938499,"female",0.19131286,-0.44740623,0,0,0,1,0,0,0,0
"no sibling","intermediate or high","5","some","some","40s",2,"Ja",0,"3",10.472926,"male",0.70105428,0.15866753,0,0,1,0,0,0,0,0
"no sibling","low","6","a lot","a lot","50s",0,"Ja",0,NA,9.6648855,"female",0.87481648,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","Ik weet het niet","hardly at all","some","50s",0,"Ja",0,"4",10.388684,"female",0.19272587,-1.0103158,1,0,0,0,0,0,0,0
"better","low","2","some","some","40s",3,"Ja",0,"4",10.171542,"female",0.5745756,-0.44740623,0,0,0,1,0,0,0,0
"better","intermediate or high","2","a lot","some","30s",0,"Nee",0,"1",9.329895,"female",0.52312505,0.15866753,0,0,0,0,1,0,0,0
