"f10","f15","b1","b2","b3","age","numkids","partner","selfempl","nonequity.wealth.cat","lincome","male","adv.lit.index","bsc.lit.index","edu1","edu2","edu3","edu4","edu5","edu6","retired","mkt.part"
"better","intermediate or high","5","some","little","40s",3,"Ja",0,"4",10.70209,"female",-1.6209986,-3.4405901,0,1,0,0,0,0,0,0
"no sibling","dont know","5","some","hardly at all","30s",0,"Ja",NA,NA,9.7292738,"male",0.52252024,0.79180282,0,0,1,0,0,0,0,NA
"worse","intermediate or high","5","little","little",">60",0,"Nee",0,"4",10.835266,"male",0.9449876,-0.14602637,0,0,0,0,0,1,1,1
"better","low","2","hardly at all","little","50s",2,"Nee",1,"3",10.023846,"female",0.77538347,0.15866753,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","5","hardly at all","hardly at all","<30",0,"Nee",0,"1",9.3762703,"female",0.25094011,-1.0103158,0,0,1,0,0,0,0,0
"better","intermediate or high","3","little","hardly at all","50s",0,"Ja",0,"3",10.217623,"female",-2.0474982,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","3","a lot","some","30s",0,"Nee",0,NA,10.162829,"female",0.092996366,0.79180282,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","little","little","40s",3,"Ja",1,"3",9.7364826,"male",0.67361099,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","6","some","some","50s",0,"Ja",0,"4",10.566559,"female",0.70112365,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","6","some","a lot","40s",0,"Ja",0,"3",9.9782972,"female",0.5867011,0.49042296,0,0,0,0,1,0,0,0
"worse","intermediate or high","5","hardly at all","some","50s",0,"Nee",NA,NA,11.070371,"male",0.69038552,0.15866753,0,0,1,0,0,0,0,NA
"better","intermediate or high","4","hardly at all","little","50s",0,"Ja",0,"3",9.9456844,"male",0.60895115,-1.0103158,1,0,0,0,0,0,1,0
"better","intermediate or high","5","some","little","40s",2,"Ja",NA,NA,11.142308,"male",0.75915086,0.79180282,0,0,0,1,0,0,0,NA
"worse","intermediate or high","5","some","some","50s",0,"Ja",0,"4",10.734568,"male",0.67727041,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","6","a lot","a lot","<30",0,"Ja",0,"3",10.254684,"female",0.83358723,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","6","a lot","a lot","40s",1,"Ja",NA,NA,10.31417,"male",0.70119256,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","little","some","50s",0,"Ja",0,"1",9.8680725,"female",0.55952621,-0.77916163,0,0,1,0,0,0,0,0
"better","intermediate or high","6","little","some","30s",2,"Ja",0,"4",10.880917,"female",-2.3079565,0.79180282,0,0,1,0,0,0,0,0
"no sibling","low","1 zeer slecht","hardly at all","some","<30",4,"Ja",NA,NA,9.5841131,"female",-2.9202559,-4.6797991,0,0,1,0,0,0,0,NA
"better","intermediate or high","6","some","a lot","30s",1,"Ja",1,"2",9.7404013,"male",-1.8468451,-0.14271231,0,0,1,0,0,0,0,0
"better","intermediate or high","5","a lot","a lot","<30",0,"Ja",0,NA,10.339441,"male",0.75024837,-0.67856038,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","some","some",">60",0,"Ja",NA,NA,10.116936,"male",0.63696802,0.49042296,0,0,0,0,1,0,1,NA
"no sibling","intermediate or high","3","little","some","<30",0,"Ja",0,"2",9.3700724,"female",-2.215344,-1.0103158,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","4","hardly at all","little","<30",0,"Ja",0,"3",10.817444,"female",-0.011610205,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","some","some","<30",0,"Nee",0,"3",10.353951,"male",0.78389561,0.15866753,0,1,0,0,0,0,0,0
"better","dont know","4","hardly at all","some",">60",0,"Nee",0,"1",10.204906,"female",-2.4862831,-4.3784194,1,0,0,0,0,0,0,0
"better","intermediate or high","5","some","little","30s",0,"Nee",0,"2",9.1428642,"female",-1.0791187,-0.44740623,0,0,0,0,1,0,0,0
"worse","intermediate or high","5","little","some",">60",0,"Nee",0,"4",11.102267,"male",0.85747272,0.79180282,0,0,0,0,0,1,1,1
"better","intermediate or high","4","little","little","40s",0,"Ja",0,"3",10.0264,"female",0.57552755,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","3","little","some","40s",2,"Ja",NA,NA,NA,"female",0.65839469,0.79180282,0,1,0,0,0,0,0,NA
"no sibling","low","6","some","little","<30",0,"Ja",1,"1",8.6740618,"female",0.77538347,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","3","hardly at all","some","50s",0,"Ja",0,"4",10.701469,"female",-2.5618112,-0.14602637,0,0,0,0,1,0,0,1
"worse","intermediate or high","7 zeer goed","some","a lot","30s",0,"Ja",1,"1",9.559618,"female",0.52935243,0.79180282,0,0,0,0,0,1,0,0
"no sibling","intermediate or high","5","hardly at all","little","<30",0,"Nee",0,"2",8.6363468,"female",-0.44098172,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","5","little","some","50s",0,"Ja",0,"4",10.584021,"male",0.60510439,0.79180282,0,1,0,0,0,0,1,0
"better","intermediate or high","5","some","little",">60",0,"Nee",0,"2",9.9482813,"male",0.6219129,0.49042296,0,0,0,0,1,0,1,0
"better","intermediate or high","5","little","some","50s",0,"Ja",0,"2",9.5370169,"male",0.58406985,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","4","some","little","50s",0,"Nee",0,"3",9.6004753,"female",0.20106146,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","5","little","a lot","40s",4,"Ja",0,"4",10.251083,"female",0.77236992,-0.14602637,0,0,0,1,0,0,0,0
"no sibling","low","5","little","little","<30",0,"Nee",NA,NA,NA,"female",-1.2887993,0.79180282,0,0,0,1,0,0,0,NA
"no sibling","intermediate or high","4","some","a lot","40s",2,"Ja",0,"2",9.8613071,"female",-1.0225013,0.49042296,0,1,0,0,0,0,0,0
"no sibling","low","5","hardly at all","some","30s",2,"Ja",NA,NA,9.9234591,"male",0.092002593,-1.3116957,0,0,1,0,0,0,0,NA
"better","intermediate or high","4","little","some","50s",1,"Nee",1,"1",9.6205997,"female",-0.78085983,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","6","a lot","a lot","30s",1,"Ja",1,"2",10.328643,"male",0.96102041,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","5","a lot","some","40s",0,"Nee",0,"3",9.7207127,"male",0.87911451,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","6","little","little","30s",1,"Ja",NA,NA,10.044136,"female",0.53799558,0.79180282,0,0,1,0,0,0,0,NA
"no sibling","dont know","5","some","some","30s",2,"Ja",NA,NA,10.950547,"female",0.16482158,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","a lot","a lot","40s",4,"Ja",0,"2",10.404213,"male",0.80457455,0.15866753,0,0,0,0,1,0,0,1
"better","intermediate or high","5","hardly at all","little","30s",1,"Ja",0,"3",10.382237,"male",0.80344796,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","6","little","some","<30",0,"Ja",0,NA,10.257171,"male",0.45592007,0.79180282,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","5","some","some","30s",3,"Ja",1,"2",10.860533,"female",0.21501949,0.79180282,0,1,0,0,0,0,0,0
"worse","intermediate or high","7 zeer goed","some","a lot",">60",0,"Ja",NA,NA,9.450449,"male",0.82730883,-0.14602637,0,0,0,0,0,1,1,NA
"better","intermediate or high","4","hardly at all","some","40s",2,"Ja",NA,NA,10.350952,"female",-0.52459908,-0.77916163,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","some","some","<30",0,"Ja",NA,NA,9.7760162,"female",-0.27817494,-1.0103158,0,0,1,0,0,0,0,NA
"better","intermediate or high","6","some","some","50s",2,"Ja",1,"4",10.511114,"male",0.62437224,0.79180282,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","little","little","50s",0,"Ja",0,"4",10.166271,"female",0.81325948,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Nee",0,"1",9.7799873,"female",0.44288045,0.79180282,1,0,0,0,0,0,0,0
"no sibling","low","5","some","some","<30",0,"Ja",NA,NA,9.2687283,"female",-2.4173326,-1.948145,0,1,0,0,0,0,0,NA
"better","intermediate or high","4","some","some","40s",2,"Ja",0,"4",10.343389,"male",0.4511525,-2.8776808,0,0,0,0,1,0,0,0
"better","dont know","5","hardly at all","hardly at all",">60",0,"Nee",0,"1",9.5281487,"female",-1.5909107,-1.3116957,0,1,0,0,0,0,0,0
"better","intermediate or high","5","hardly at all","some",">60",0,"Ja",0,"2",9.6464682,"male",-0.009249411,-0.37718052,0,1,0,0,0,0,1,0
"better","intermediate or high","4","hardly at all","some",">60",0,"Ja",0,"3",10.481387,"female",0.36623296,-0.14271231,0,1,0,0,0,0,0,0
"better","intermediate or high","5","a lot","some","30s",2,"Ja",NA,NA,9.9960527,"male",0.19494349,-0.44740623,0,0,0,1,0,0,0,NA
"worse","intermediate or high","4","little","some","50s",0,"Ja",0,"4",10.747154,"male",0.87911451,0.79180282,0,0,1,0,0,0,0,1
"better","intermediate or high","5","some","some","50s",0,"Ja",0,"4",10.272824,"male",0.50658846,0.49042296,0,1,0,0,0,0,0,1
"better","intermediate or high","5","some","some","30s",0,"Ja",1,"3",10.544457,"female",0.48673701,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","6","some","some","40s",2,"Ja",0,"1",9.970891,"female",0.43545288,-0.44740623,0,1,0,0,0,0,0,1
"no sibling","dont know","5","hardly at all","some",">60",1,"Ja",1,"3",10.516754,"male",-1.1857978,-0.67856038,0,1,0,0,0,0,0,0
"better","low","4","little","some",">60",0,"Nee",0,"1",9.6644154,"female",0.1524996,-0.37718052,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","<30",0,"Nee",0,NA,9.4530249,"male",0.81512815,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","4","little","some",">60",0,"Nee",0,"3",9.6495476,"female",0.57790315,0.15866753,0,1,0,0,0,0,0,0
"worse","intermediate or high","5","little","little","40s",0,"Nee",0,"3",9.6083002,"female",0.33432299,-0.37718052,0,1,0,0,0,0,0,1
"worse","intermediate or high","6","some","little","30s",2,"Ja",NA,NA,10.422531,"male",0.62180531,0.79180282,0,0,0,0,1,0,0,NA
"no sibling","low","6","some","a lot","30s",3,"Ja",0,"3",10.552876,"female",0.9624154,-4.0466638,0,0,0,0,1,0,0,1
"no sibling","dont know","4","little","little","30s",2,"Ja",NA,NA,10.198329,"female",-2.4862831,-1.0805415,0,0,0,1,0,0,0,NA
"worse","dont know","2","little","little",">60",0,"Nee",0,NA,10.6919,"male",0.27687356,0.79180282,0,0,0,0,1,0,1,0
"no sibling","low","4","hardly at all","little","30s",3,"Ja",NA,NA,NA,"male",-1.2805247,-0.14271231,0,0,1,0,0,0,0,NA
"worse","intermediate or high","7 zeer goed","little","a lot","<30",0,"Ja",NA,NA,NA,"female",-0.031719875,-1.0103158,0,1,0,0,0,0,0,NA
"no sibling","intermediate or high","5","little","little","40s",0,"Ja",NA,NA,9.110486,"female",0.16910884,0.15866753,0,1,0,0,0,0,0,NA
"no sibling","low","5","some","some","<30",2,"Ja",1,"2",11.020296,"male",0.55841196,0.79180282,0,0,0,1,0,0,0,0
"worse","intermediate or high","7 zeer goed","a lot","some","40s",1,"Ja",NA,NA,NA,"female",0.74919218,-0.67856038,0,1,0,0,0,0,0,NA
"no sibling","intermediate or high","4","little","some",">60",0,"Nee",NA,NA,9.9301529,"female",-1.1154435,0.49042296,0,0,0,0,1,0,1,NA
"no sibling","intermediate or high","6","some","some","40s",2,"Ja",0,"4",11.309945,"male",0.78506076,-0.14271231,0,0,0,1,0,0,0,0
"better","intermediate or high","6","some","some","<30",1,"Ja",0,NA,9.4356308,"male",0.8910414,-0.14271231,0,0,1,0,0,0,0,0
"better","intermediate or high","3","little","some","50s",2,"Ja",0,"4",10.665076,"female",0.84348607,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","little","some","40s",2,"Ja",0,"4",10.311558,"female",-0.1701562,0.49042296,0,1,0,0,0,0,0,0
"no sibling","low","2","hardly at all","little","30s",2,"Ja",0,NA,10.348295,"female",-2.5444422,-0.14602637,0,1,0,0,0,0,0,0
"no sibling","low","1 zeer slecht","hardly at all","hardly at all","30s",0,"Nee",NA,NA,8.9659986,"male",-2.3921213,-1.0103158,0,0,1,0,0,0,0,NA
"worse","low","6","some","a lot","40s",0,"Ja",0,"4",10.846476,"male",1.0239724,0.79180282,0,0,1,0,0,0,0,1
"better","intermediate or high","5","some","little","<30",0,"Nee",0,"2",10.242998,"female",-2.9202559,-1.0103158,0,0,1,0,0,0,0,0
"better","intermediate or high","3","some","little",">60",0,"Nee",0,"4",9.8951101,"male",-0.50951266,0.49042296,0,1,0,0,0,0,1,0
"better","intermediate or high","5","some","some","<30",0,"Ja",NA,NA,9.9385386,"female",0.48671505,-0.67856038,0,0,0,0,0,1,0,NA
"worse","intermediate or high","4","hardly at all","some","<30",0,"Nee",NA,NA,10.158695,"female",-2.2568152,0.79180282,0,0,0,0,1,0,0,NA
"worse","intermediate or high","4","little","some","50s",0,"Nee",0,"4",9.9842701,"female",0.52165145,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","3","hardly at all","hardly at all","50s",2,"Ja",0,"3",9.9925308,"male",-2.2403359,-4.3784194,0,0,0,0,1,0,0,0
"better","intermediate or high","5","a lot","some","30s",2,"Ja",0,"3",10.122481,"male",0.8910414,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","some","30s",3,"Ja",0,"1",9.9487782,"male",-0.35824063,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","5","little","some","50s",1,"Ja",0,"4",10.601346,"female",0.26778236,-0.77916163,0,0,1,0,0,0,0,1
"no sibling","intermediate or high","5","a lot","some","<30",1,"Ja",0,"2",9.5133448,"female",-1.7385677,0.49042296,0,0,1,0,0,0,0,0
"better","dont know","4","some","little","<30",0,"Nee",0,NA,9.4478149,"female",0.30344087,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","6","some","little","40s",2,"Ja",1,"2",10.064947,"female",-1.5337775,-0.77916163,0,0,1,0,0,0,0,0
"worse","intermediate or high","3","little","some","30s",2,"Ja",NA,NA,9.0637207,"female",0.054564979,0.15866753,0,0,0,0,1,0,0,NA
"better","dont know","5","little","a lot","50s",0,"Ja",0,"3",9.9902039,"female",-1.1855935,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","3","some","little","50s",1,"Nee",0,"1",9.9210358,"female",-0.30862579,0.79180282,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","4","hardly at all","hardly at all",">60",0,"Ja",0,"4",10.002156,"male",-1.6275055,0.49042296,0,0,0,0,0,1,1,0
"worse","intermediate or high","6","some","a lot","40s",3,"Ja",0,"4",10.586404,"male",0.006737172,-1.3150097,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","some",">60",0,"Ja",0,"4",9.9646425,"male",0.82730883,0.79180282,0,1,0,0,0,0,1,1
"worse","intermediate or high","6","some","a lot","30s",0,"Nee",NA,NA,9.9639015,"male",0.45727348,0.79180282,0,0,0,0,0,1,0,NA
"no sibling","low","6","some","little","<30",1,"Ja",0,"1",9.9329338,"male",0.61156487,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","little","some",">60",0,"Ja",0,"4",10.506894,"male",0.69538814,0.49042296,0,0,0,0,1,0,1,1
"no sibling","intermediate or high","5","little","little","40s",0,"Nee",NA,NA,9.4807281,"male",0.59867549,0.79180282,0,0,1,0,0,0,0,NA
"worse","low","6","a lot","a lot","<30",1,"Ja",0,NA,10.193402,"female",0.77538347,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","5","hardly at all","little","<30",1,"Ja",0,"1",10.034297,"female",0.43452203,0.79180282,0,0,0,0,0,1,0,0
"no sibling","dont know","5","hardly at all","some","30s",0,"Ja",0,"1",9.0176144,"male",-0.3594197,0.15866753,0,0,0,1,0,0,0,0
"no sibling","low","4","some","little","30s",1,"Ja",0,"3",10.378031,"female",0.51979333,0.79180282,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","4","little","little","<30",2,"Ja",0,"2",10.031255,"female",0.55747563,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","6","some","some","30s",0,"Ja",0,"2",9.652648,"male",0.42700046,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","6","little","some",">60",0,"Ja",0,"2",9.6133471,"male",0.69499332,0.15866753,0,1,0,0,0,0,1,0
"better","intermediate or high","4","some","a lot","50s",0,"Nee",NA,NA,10.584426,"male",-0.15480809,0.49042296,0,0,0,1,0,0,0,NA
"worse","intermediate or high","6","some","some","40s",3,"Ja",0,"1",11.61007,"male",0.39704579,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","6","little","some","<30",0,"Nee",0,"1",9.6094856,"male",0.67120945,-0.77916163,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","hardly at all","50s",0,"Ja",0,"4",9.558589,"female",0.80457455,0.15866753,0,1,0,0,0,0,0,1
"better","intermediate or high","4","some","some","30s",0,"Nee",0,"2",9.8739853,"female",-0.89397514,-1.3116957,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","some","little","50s",2,"Ja",0,NA,10.104861,"female",0.42907017,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","5","little","some","40s",2,"Ja",NA,NA,10.597239,"male",-0.80976069,-0.14602637,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","little","some","40s",1,"Ja",0,"2",9.6303205,"male",0.19859554,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","4","little","little","50s",2,"Ja",0,"3",10.405319,"female",-0.007429245,0.79180282,0,0,0,0,1,0,0,1
"worse","intermediate or high","4","little","little","<30",1,"Ja",0,"1",9.6896801,"female",-1.8904301,-4.3784194,0,1,0,0,0,0,0,0
"better","low","2","hardly at all","hardly at all","40s",0,"Ja",NA,NA,10.243222,"male",-1.1614075,0.79180282,0,0,0,1,0,0,0,NA
"better","intermediate or high","6","a lot","a lot","30s",2,"Ja",0,"4",11.045367,"female",0.83358723,-0.14602637,0,0,0,0,1,0,0,1
"better","intermediate or high","4","little","hardly at all","50s",0,"Nee",0,"3",9.5259237,"female",0.10101975,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","6","a lot","hardly at all","30s",1,"Ja",0,"2",9.5582943,"male",-2.4301913,0.15866753,0,0,0,0,1,0,0,0
"no sibling","low","4","little","some","50s",2,"Ja",NA,NA,10.521854,"male",-1.5606132,-1.0103158,0,1,0,0,0,0,0,NA
"worse","intermediate or high","5","a lot","little","30s",0,"Ja",1,"1",10.59584,"male",0.61728662,0.79180282,0,0,1,0,0,0,0,1
"better","intermediate or high","Ik weet het niet","little","some",">60",0,"Nee",NA,NA,NA,"female",0.068193652,0.79180282,0,1,0,0,0,0,1,NA
"no sibling","low","6","some","some","<30",0,"Nee",0,"1",8.7363796,"male",0.040540233,-0.77916163,0,0,1,0,0,0,0,0
"better","intermediate or high","4","little","some",">60",0,"Ja",0,"1",9.2096777,"female",-2.3921213,-1.948145,0,0,1,0,0,0,1,0
"better","low","6","some","a lot","<30",0,"Ja",NA,NA,NA,"male",-0.19226548,0.79180282,0,0,0,1,0,0,0,NA
"no sibling","intermediate or high","6","hardly at all","some","50s",1,"Ja",0,"4",10.919542,"female",0.51366425,-0.14602637,0,0,0,0,1,0,0,0
"better","intermediate or high","4","some","some",">60",0,"Ja",0,"2",9.350215,"female",-0.20251907,0.79180282,0,1,0,0,0,0,0,0
"no sibling","low","5","little","some","<30",0,"Ja",NA,NA,NA,"female",-1.0719173,0.15866753,0,0,0,0,1,0,0,NA
"no sibling","low","3","some","some","<30",2,"Ja",0,"1",9.2533054,"female",0.40638876,0.15866753,0,0,0,1,0,0,0,0
"worse","intermediate or high","3","hardly at all","some","50s",1,"Ja",0,"4",9.9489212,"female",-0.42758709,-1.3150097,0,1,0,0,0,0,0,0
"worse","low","3","hardly at all","hardly at all","<30",0,"Nee",NA,NA,9.285284,"male",0.5434171,-1.3116957,0,1,0,0,0,0,0,NA
"no sibling","low","4","some","some","50s",1,"Ja",0,"3",11.091809,"female",-2.4173326,-2.2495248,0,0,0,1,0,0,0,0
"better","intermediate or high","6","some","little",">60",0,"Ja",0,"3",9.9991055,"male",0.85747272,0.49042296,0,0,0,0,1,0,1,1
"no sibling","intermediate or high","3","little","some",">60",0,"Ja",0,"4",10.288195,"male",0.78039581,-1.6384716,0,0,1,0,0,0,1,0
"better","intermediate or high","5","hardly at all","little","40s",2,"Nee",0,"2",9.9486675,"female",0.16314609,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","5","hardly at all","little",">60",0,"Ja",0,"4",9.9768419,"female",0.56245434,-0.14602637,0,1,0,0,0,0,1,0
"no sibling","dont know","4","some","little","30s",2,"Nee",NA,NA,8.6910858,"female",-2.161674,-0.37718052,0,1,0,0,0,0,0,NA
"no sibling","intermediate or high","5","little","a lot",">60",0,"Ja",NA,NA,9.7647581,"male",-0.79786199,-0.14602637,0,0,1,0,0,0,1,NA
"worse","intermediate or high","6","a lot","a lot","<30",0,"Ja",NA,NA,9.7675667,"female",0.80457455,0.79180282,0,0,0,0,0,1,0,NA
"better","intermediate or high","6","some","some",">60",0,"Nee",0,"2",9.3538494,"female",0.85343337,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","4","little","a lot","40s",2,"Ja",0,"4",10.002539,"male",0.34159797,0.79180282,1,0,0,0,0,0,0,0
"better","intermediate or high","5","hardly at all","a lot","30s",5,"Ja",0,"4",10.700438,"male",0.85747272,0.79180282,0,0,0,0,1,0,0,1
